name,rating,reviews,comp_type,head_quarter,how_old,no_employee
Gulbrandsen,4.3,(110 Reviews),Private,"Vadodara/Baroda,Gujarat + 7 more",20 years old,501-1k Employees (India)
EVIO,4.0,(110 Reviews),Private,"Mumbai,Maharashtra + 7 more",12 years old,51-200 Employees (India)
Cotecna Inspecti...,3.8,(110 Reviews),Private,"Geneva,Geneva + 22 more",49 years old,201-500 Employees (India)
Amar Cars,3.8,(110 Reviews),Private,"Vadodara,Gujarat + 9 more",17 years old,501-1k Employees (India)
Technosoft Corpo...,3.1,(110 Reviews),Chennai + 5 more,,,
UnitedHealthcare...,4.0,(110 Reviews),Minnesota + 10 more,46 years old,51-200 Employees (India),
Aksh Optifibre,3.8,(110 Reviews),Public,"Delhi/NCR,New Delhi + 10 more",37 years old,201-500 Employees (India)
WM Logistics,3.6,(110 Reviews),Private,Houstan,12 years old,501-1k Employees (India)
Algoworks Techno...,3.9,(110 Reviews),Private,"Noida,Uttar Pradesh + 1 more",17 years old,501-1k Employees (India)
Global Opportuni...,3.9,(110 Reviews),Private,"Delhi/NCR,Delhi + 12 more",22 years old,51-200 Employees (India)
AYTB,3.5,(110 Reviews),Private,Al Jubail + 5 more,44 years old,51-200 Employees (India)
Roots Multiclean,3.8,(110 Reviews),Public,"Coimbatore,Tamil Nadu + 20 more",31 years old,1k-5k Employees (India)
Global Cloud Xch...,3.6,(110 Reviews),Private,Hamilton + 5 more,35 years old,501-1k Employees (India)
Edwise Internati...,4.1,(110 Reviews),Private,Mumbai + 14 more,32 years old,201-500 Employees (India)
Amnet Systems,4.0,(110 Reviews),Private,"Chennai,Tamil Nadu + 2 more",23 years old,501-1k Employees (India)
Learning Links F...,4.0,(110 Reviews),Public,"Delhi/NCR,Delhi + 25 more",21 years old,501-1k Employees (India)
Uniqlo,3.2,(110 Reviews),Tokyo + 2 more,51-200 Employees (India),,
Montage Enterpri...,4.0,(110 Reviews),Private,"Mumbai,Maharashtra + 8 more",21 years old,201-500 Employees (India)
Mahindra Sanyo S...,3.6,(110 Reviews),Private,"Khopoli,Maharashtra + 4 more",90 years old,1k-5k Employees (India)
Trident Automobi...,4.3,(110 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",25 years old,201-500 Employees (India)
QDVC,4.8,(110 Reviews),Private,Doha + 3 more,16 years old,51-200 Employees (India)
MMACH Design,4.9,(110 Reviews),Pune + 9 more,51-200 Employees (India),,
Trane Technologi...,4.3,(110 Reviews),"Davidson,North Carolina + 9 more",152 years old,1k-5k Employees (India),
Taggd,4.1,(110 Reviews),Private,"Gurgaon,Haryana + 5 more",18 years old,501-1k Employees (India)
Girnar Care,3.4,(110 Reviews),"Jaipur,Rajasthan + 15 more",1k-5k Employees (India),,
Smarter BIZ Tech...,3.0,(110 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",9 years old,51-200 Employees (India)
Patra India,3.6,(110 Reviews),Visakhapatnam + 7 more,,,
KDK Software,3.9,(110 Reviews),Private,"Jaipur,Rajasthan + 7 more",17 years old,51-200 Employees (India)
Jayem Automotive...,3.4,(109 Reviews),Private,"Chennai,Tamil Nadu + 4 more",32 years old,501-1k Employees (India)
CTR Manufacturin...,3.7,(109 Reviews),Public,"Pune,Maharashtra + 7 more",59 years old,51-200 Employees (India)
Prudent Corporat...,4.3,(109 Reviews),Private,"Ahmedabad,Gujarat + 40 more",23 years old,501-1k Employees (India)
Harita Fehrer,4.0,(109 Reviews),Private,"Hosur,Tamil Nadu + 4 more",13 years old,51-200 Employees (India)
Hindustan PowerP...,3.8,(109 Reviews),Private,Delhi + 8 more,15 years old,1-10 Employees (India)
Cethar,3.5,(109 Reviews),Private,Tiruchirapalli + 10 more,42 years old,501-1k Employees (India)
InMobi,4.0,(109 Reviews),Private,"San Francisco,California + 3 more",16 years old,1k-5k Employees (India)
Dynamic Benefici...,4.3,(109 Reviews),Private,"Chandigarh,Chandigarh + 31 more",12 years old,1k-5k Employees (India)
Graphite India,3.7,(109 Reviews),Public,"Nasik/Nashik,Maharashtra + 6 more",61 years old,1k-5k Employees (India)
Dhandhania Infot...,3.4,(109 Reviews),Private,Nagpur,16 years old,501-1k Employees (India)
Schreiber Dynami...,4.4,(109 Reviews),Public,"Mumbai,Maharashtra + 5 more",30 years old,501-1k Employees (India)
Veolia,3.9,(109 Reviews),Private,"Noida,Uttar Pradesh + 27 more",23 years old,51-200 Employees (India)
Sresta Natural B...,3.6,(109 Reviews),Hyderabad + 23 more,19 years old,201-500 Employees (India),
West Bengal Stat...,3.4,(109 Reviews),Private,Kolkata + 18 more,16 years old,5k-10k Employees (India)
Eye-Q Super Spec...,3.6,(109 Reviews),Gurugram + 22 more,16 years old,501-1k Employees (Global),
Nippon Toyota,4.4,(109 Reviews),Private,"Kochi/Cochin,Kerala + 8 more",24 years old,201-500 Employees (India)
Oaknet Healthcar...,3.8,(109 Reviews),Private,"Mumbai,Maharashtra + 25 more",8 years old,201-500 Employees (India)
Auto Ignition,3.7,(109 Reviews),Palwal + 3 more,52 years old,501-1k Employees (India),
GLA University,3.8,(109 Reviews),Private,"Mathura,Uttar Pradesh + 5 more",25 years old,1k-5k Employees (India)
Kanakia Spaces,3.7,(109 Reviews),Private,"Mumbai,Maharashtra",37 years old,51-200 Employees (India)
Arch Pharmalabs,3.8,(109 Reviews),Private,Mumbai + 11 more,24 years old,201-500 Employees (India)
Prasol Chemicals,3.2,(109 Reviews),Private,"Mumbai,Maharashtra + 3 more",31 years old,51-200 Employees (India)
Sika,4.0,(109 Reviews),Public,"Baar,Zug + 19 more",113 years old,201-500 Employees (India)
Ganesh Grains,2.9,(109 Reviews),Public,"Kolkata,West Bengal + 16 more",87 years old,51-200 Employees (India)
Deep Industries,2.9,(109 Reviews),Public,"Ahmedabad,Gujarat + 10 more",32 years old,1k-5k Employees (India)
Brinks Arya Indi...,3.9,(109 Reviews),Private,"Coppell,Texas + 27 more",42 years old,51-200 Employees (India)
Crown Solutions,3.3,(109 Reviews),Chennai + 7 more,21 years old,201-500 Employees (India),
G.S.E.C,4.1,(109 Reviews),Private,Ahmedabad + 10 more,58 years old,51-200 Employees (India)
S&IB Services,4.0,(109 Reviews),Private,Kolkata + 15 more,35 years old,201-500 Employees (India)
Divgi Torqtransf...,3.5,(109 Reviews),Private,Pune + 1 more,28 years old,51-200 Employees (India)
Hirschvogel Comp...,4.0,(109 Reviews),Private,Denklingen,85 years old,5k-10k Employees (India)
Maharashtra Stat...,4.1,(109 Reviews),Private,Mumbai + 26 more,75 years old,1 Lakh+ Employees (India)
Securitrans Indi...,3.8,(109 Reviews),Private,"Delhi/NCR,Delhi + 35 more",37 years old,1k-5k Employees (India)
IndiaLends,3.8,(109 Reviews),Private,"Delhi,NCT + 3 more",9 years old,201-500 Employees (India)
Kayjay Forging,4.0,(109 Reviews),Private,"Ludhiana,Punjab + 4 more",35 years old,1k-5k Employees (India)
Pickrr,3.9,(109 Reviews),"Faridabad,Haryana + 3 more",8 years old,201-500 Employees (India),
Reventics,4.3,(109 Reviews),Private,"Denver,CO",7 years old,201-500 Employees (India)
Xalta Food And B...,2.8,(109 Reviews),Private,New Delhi + 27 more,8 years old,501-1k Employees (Global)
Minda Stoneridge...,3.6,(109 Reviews),Private,New Delhi + 2 more,28 years old,1k-5k Employees (India)
Satvat Infosol,3.8,(109 Reviews),Private,"Chennai,Tamil Nadu + 3 more",24 years old,201-500 Employees (India)
AVASOFT,3.9,(109 Reviews),Private,"Blue Bell,Pennsylvania",14 years old,501-1k Employees (India)
Apex Hospital,4.0,(109 Reviews),Private,"Jaipur,Rajasthan + 19 more",29 years old,51-200 Employees (Global)
ACI Worldwide,4.3,(109 Reviews),Private,"Coral Gables,Florida + 2 more",48 years old,501-1k Employees (India)
Essel Infraproje...,3.6,(109 Reviews),Private,"Noida,Uttar Pradesh + 20 more",36 years old,1k-5k Employees (India)
Ministry of Rura...,4.4,(109 Reviews),Public,New Delhi + 49 more,49 years old,51-200 Employees (India)
Sun Technologies...,4.0,(109 Reviews),Private,Atlanta + 5 more,28 years old,201-500 Employees (India)
Spectrum Consult...,3.3,(109 Reviews),Private,Bangalore + 8 more,28 years old,51-200 Employees (India)
Taal Tech India,4.0,(109 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",11 years old,201-500 Employees (India)
Arundhati Jewell...,4.4,(109 Reviews),Private,"Bhubaneswar,Odisha + 6 more",23 years old,201-500 Employees (India)
Vcare Trichology,4.0,(109 Reviews),"Chennai,Tamil Nadu + 14 more",19 years old,201-500 Employees (India),
DTC Projects,4.0,(109 Reviews),Private,"Kolkata,West Bengal + 7 more",53 years old,51-200 Employees (India)
Barco Electronic...,4.1,(109 Reviews),Private,"Duluth,Georgia + 3 more",89 years old,501-1k Employees (India)
House Of Diagnos...,4.1,(109 Reviews),Private,"Delhi/NCR,Delhi + 3 more",15 years old,501-1k Employees (India)
Suvision Holding...,3.7,(109 Reviews),"Bangalore/Bengaluru,Karnataka + 1 more",15 years old,51-200 Employees (India),
BDO Rise,3.5,(109 Reviews),"Chicago,Illinois + 3 more",501-1k Employees (India),,
Baazar Kolkata,4.1,(109 Reviews),Kolkata + 35 more,201-500 Employees (India),,
Dhruv Research,1.9,(109 Reviews),"Gurgaon/Gurugram,Haryana + 4 more",3 years old,51-200 Employees (India),
Radhika Dahlan C...,4.9,(109 Reviews),Private,"Jaipur,Rajasthan + 1 more",5 years old,51-200 Employees (India)
Saleswallah,4.8,(109 Reviews),"Noida,Uttar Pradesh",2 years old,51-200 Employees (India),
IIFL SAMASTA,3.9,(109 Reviews),Bengaluru/Bangalore + 60 more,,,
Maharishi Markan...,3.8,(109 Reviews),Ambala + 4 more,30 years old,501-1k Employees (India),
Rushil Decor,4.1,(108 Reviews),Public,"Ahmedabad,Gujarat + 18 more",29 years old,501-1k Employees (India)
TVS - SUNDARAM B...,3.4,(108 Reviews),Public,Chennai + 12 more,47 years old,1k-5k Employees (India)
Automotive Stamp...,3.5,(108 Reviews),Public,Pune + 5 more,33 years old,501-1k Employees (India)
Pyrotech Electro...,3.7,(108 Reviews),Private,"Udaipur,Rajasthan + 5 more",47 years old,51-200 Employees (India)
NKC Projects,4.1,(108 Reviews),Private,Gurgaon + 14 more,20 years old,51-200 Employees (India)
STPL,4.3,(108 Reviews),Private,San Mateo + 19 more,19 years old,51-200 Employees (India)
Tech2Globe,4.2,(108 Reviews),LLP,"Delhi/NCR,Delhi",9 years old,201-500 Employees (India)
Gini & Jony,3.3,(108 Reviews),Private,"Mumbai,Maharashtra + 23 more",43 years old,501-1k Employees (India)
Kiran Motors,4.1,(108 Reviews),Private,"Ahmedabad,Gujarat + 9 more",37 years old,501-1k Employees (Global)
Takenaka,3.9,(108 Reviews),Private,Osaka + 12 more,86 years old,201-500 Employees (India)
Dr ITM,3.5,(108 Reviews),Private,Chandigarh + 10 more,24 years old,51-200 Employees (India)
WPIL,4.0,(108 Reviews),Public,"Kolkata,West Bengal + 13 more",71 years old,201-500 Employees (India)
Jasmin Infotech,4.3,(108 Reviews),Private,"Chennai,Tamil Nadu",25 years old,501-1k Employees (India)
Covestro,4.3,(108 Reviews),Leverkusen + 6 more,8 years old,201-500 Employees (India),
Pradan,3.8,(108 Reviews),Private,New Delhi + 34 more,40 years old,201-500 Employees (India)
Government Polyt...,3.6,(108 Reviews),Private,Nagpur + 46 more,109 years old,1k-5k Employees (India)
CETPA InfoTech,4.1,(108 Reviews),Private,"Noida,Uttar Pradesh + 4 more",21 years old,501-1k Employees (India)
Radhakrishna Foo...,4.2,(108 Reviews),Private,Thane + 20 more,57 years old,1k-5k Employees (India)
Zones Corporate ...,3.4,(108 Reviews),Auburn + 4 more,15 years old,51-200 Employees (India),
Leena Powertech ...,3.3,(108 Reviews),Private,Mumbai + 7 more,28 years old,51-200 Employees (India)
Enpro Industries,4.2,(108 Reviews),Pune + 1 more,35 years old,201-500 Employees (India),
Axalta Coating S...,4.4,(108 Reviews),Private,"Philadelphia,New South Wales + 14 more",10 years old,51-200 Employees (India)
Saija Finance,3.9,(108 Reviews),Private,"Patna,Bihar + 20 more",16 years old,501-1k Employees (India)
Cerium Systems,3.2,(108 Reviews),Private,Bangalore + 4 more,10 years old,1k-5k Employees (India)
Corbus,4.1,(108 Reviews),Private,"West Carrollton,Ohio + 3 more",29 years old,201-500 Employees (India)
Creamy foods,3.6,(108 Reviews),Public,"Noida,Uttar Pradesh + 19 more",32 years old,201-500 Employees (India)
ATC Tires,3.7,(108 Reviews),Private,Mumbai + 12 more,16 years old,1k-5k Employees (India)
Air India Engine...,3.9,(108 Reviews),Public,"Delhi/NCR,New Delhi + 8 more",19 years old,501-1k Employees (India)
Lubi Industries ...,4.1,(108 Reviews),Private,Ahmedabad + 24 more,58 years old,1k-5k Employees (India)
John Deere Finan...,4.4,(108 Reviews),Private,Johnston + 25 more,186 years old,5k-10k Employees (India)
Videocon Industr...,4.0,(108 Reviews),Public,"Mumbai,Maharashtra + 34 more",44 years old,5k-10k Employees (India)
Citrix R&d India...,3.9,(108 Reviews),Fort Lauderdale + 2 more,34 years old,5k-10k Employees (Global),
Btl Epc,3.2,(108 Reviews),Public,Kolkata + 11 more,60 years old,501-1k Employees (India)
SCIO Management ...,4.0,(108 Reviews),Private,Florida + 1 more,14 years old,201-500 Employees (India)
SquadStack,3.9,(108 Reviews),"Noida,Uttar Pradesh + 6 more",9 years old,201-500 Employees (India),
Attica Gold,4.4,(108 Reviews),Private,Bengaluru + 11 more,10 years old,501-1k Employees (India)
Maccaferri,4.0,(108 Reviews),Private,Bologna + 14 more,144 years old,201-500 Employees (India)
In2IT Technologi...,3.7,(108 Reviews),Private,"Irving,Texas + 7 more",33 years old,201-500 Employees (India)
Nipro India Corp...,3.1,(108 Reviews),Private,"Satara,Maharashtra + 9 more",13 years old,201-500 Employees (India)
CIMS Hospital,4.2,(108 Reviews),Private,"Ahmedabad,Gujarat + 3 more",13 years old,201-500 Employees (India)
Ester Industries,3.9,(108 Reviews),Public,Gurgaon + 5 more,38 years old,501-1k Employees (India)
The Web Plant,4.2,(108 Reviews),Private,New Delhi,12 years old,51-200 Employees (India)
Emami Frank Ross,3.7,(108 Reviews),Public,"Kolkata,West Bengal + 10 more",117 years old,201-500 Employees (India)
Ghv India,4.3,(108 Reviews),Private,Mumbai + 20 more,58 years old,201-500 Employees (India)
Lilavati Hospita...,4.2,(108 Reviews),Private,"Mumbai,Maharashtra + 6 more",26 years old,1k-5k Employees (India)
Desai Constructi...,4.1,(108 Reviews),Private,"Mumbai,Maharashtra + 14 more",48 years old,51-200 Employees (India)
Egniol Services,4.3,(108 Reviews),Ahmedabad + 1 more,5 years old,,
Programmers.io,4.5,(108 Reviews),LLC,"Jaipur,Rajasthan + 2 more",10 years old,201-500 Employees (India)
Successive Techn...,4.1,(108 Reviews),Private,"Noida,Uttar Pradesh + 1 more",11 years old,501-1k Employees (India)
Cherise India,4.9,(108 Reviews),"Mumbai,Maharashtra + 2 more",5k-10k Employees (India),,
Laminaar Aviatio...,3.0,(108 Reviews),Private,Singapore + 3 more,30 years old,201-500 Employees (India)
90+ My Tuition A...,4.0,(108 Reviews),"Bangalore,Karnataka + 12 more",5 years old,201-500 Employees (India),
Prism Cement - P...,3.9,(108 Reviews),Satna + 32 more,1k-5k Employees (India),,
Archwell Operati...,3.5,(108 Reviews),"Deerfield Beach,Florida + 1 more",51-200 Employees (India),,
Lulu Hypermarket,3.8,(108 Reviews),Private,Abu Dhabi + 21 more,23 years old,201-500 Employees (India)
IG Petrochemical...,3.6,(107 Reviews),Public,"Mumbai,Maharashtra + 9 more",35 years old,1k-5k Employees (India)
Fedora Solutions,3.7,(107 Reviews),Private,Charlotte,19 years old,501-1k Employees (India)
Sagitec Solution...,3.8,(107 Reviews),"Saint Paul,Minnesota + 1 more",19 years old,51-200 Employees (India),
DLF Brands,3.6,(107 Reviews),Private,New Delhi + 13 more,15 years old,1k-5k Employees (India)
Banaras Hindu Un...,4.6,(107 Reviews),Private,"Varanasi/Benaras,Uttar Pradesh + 12 more",107 years old,501-1k Employees (India)
Frost & Sullivan,3.6,(107 Reviews),Private,"San Antonio,Texas + 6 more",62 years old,201-500 Employees (India)
Weavetex Oversea...,4.2,(107 Reviews),Private,"Baghpat,Uttar Pradesh + 6 more",54 years old,201-500 Employees (India)
Synchronoss Tech...,4.4,(107 Reviews),Private,"Bridgewater,New Jersey + 1 more",23 years old,501-1k Employees (India)
Hy Gro Chemicals...,4.0,(107 Reviews),Private,Secunderabad + 4 more,53 years old,51-200 Employees (India)
Zivame.com,3.4,(107 Reviews),Private,"Bangalore,Karnataka + 15 more",12 years old,201-500 Employees (India)
Tecnotree Conver...,3.2,(107 Reviews),Private,"Espoo,Uusimaa",45 years old,201-500 Employees (India)
Jasper Industrie...,4.6,(107 Reviews),Private,Hyderabad + 12 more,68 years old,501-1k Employees (India)
SP Apparels,4.2,(107 Reviews),Public,"Coimbatore,Tamil Nadu + 15 more",17 years old,1k-5k Employees (India)
Adlabs Imagica,4.2,(107 Reviews),Private,"Mumbai,Maharashtra + 4 more",13 years old,201-500 Employees (India)
AIDA Cruises,4.5,(107 Reviews),Private,Rostock + 6 more,27 years old,201-500 Employees (India)
Panda Retail Com...,4.5,(107 Reviews),Private,Jeddah + 9 more,45 years old,1-10 Employees (India)
Inorbit Mall,4.1,(107 Reviews),Mumbai + 5 more,19 years old,51-200 Employees (India),
Chennais Amirta ...,3.4,(107 Reviews),Private,"Chennai,Tamil Nadu + 11 more",13 years old,501-1k Employees (India)
Emblix Solutions,4.8,(107 Reviews),One person company,"Hyderabad/Secunderabad,Telangana",11 years old,51-200 Employees (India)
Makino Auto Indu...,4.3,(107 Reviews),Private,"Noida,Uttar Pradesh + 5 more",33 years old,501-1k Employees (India)
Ocrolus East,3.4,(107 Reviews),Private,"New York City,New York + 2 more",9 years old,201-500 Employees (India)
John Crane Seali...,3.7,(107 Reviews),Private,"Chicago,Illinois + 2 more",11 years old,201-500 Employees (India)
Ummeed Housing F...,4.2,(107 Reviews),Private,"Gurgaon,Haryana + 20 more",7 years old,201-500 Employees (India)
TPF Engineering,4.2,(107 Reviews),Private,"Navi Mumbai,Maharashtra + 22 more",59 years old,201-500 Employees (India)
Destek Infosolut...,3.9,(107 Reviews),Private,"Pune,Maharashtra",7 years old,51-200 Employees (India)
Ts Tech Sun Indi...,4.2,(107 Reviews),Private,Noida + 6 more,69 years old,51-200 Employees (India)
Ggs Engineering ...,3.6,(107 Reviews),Secunderabad + 3 more,10 years old,501-1k Employees (India),
Creative Garment...,4.1,(107 Reviews),Private,Mumbai + 11 more,49 years old,501-1k Employees (India)
Aranca,3.8,(107 Reviews),Private,"Mumbai,Maharashtra + 1 more",20 years old,501-1k Employees (India)
Renata Precision...,4.0,(107 Reviews),Pune + 2 more,17 years old,501-1k Employees (India),
Bygging India,4.2,(107 Reviews),Public,Mumbai + 16 more,40 years old,201-500 Employees (India)
Makino Auto Indu...,4.3,(107 Reviews),Private,"Noida,Uttar Pradesh + 5 more",33 years old,501-1k Employees (India)
Mahindra Defence...,3.6,(107 Reviews),Private,Mumbai + 11 more,78 years old,201-500 Employees (India)
Pacific India,3.6,(107 Reviews),Private,New Delhi + 12 more,27 years old,1k-5k Employees (Global)
Sarda Energy & M...,4.3,(107 Reviews),Public,"Raipur,Chhattisgarh + 3 more",50 years old,1k-5k Employees (India)
Hospet Steels,4.0,(107 Reviews),Private,"Koppal,Karnataka + 4 more",34 years old,1k-5k Employees (India)
Ggs Engineering ...,3.6,(107 Reviews),Secunderabad + 3 more,10 years old,501-1k Employees (India),
Rexel,3.8,(107 Reviews),Private,"Pune,Maharashtra + 19 more",9 years old,201-500 Employees (India)
Inorbit Mall,4.1,(107 Reviews),Mumbai + 5 more,19 years old,51-200 Employees (India),
Ummeed Housing F...,4.2,(107 Reviews),Private,"Gurgaon,Haryana + 20 more",7 years old,201-500 Employees (India)
Adlabs Imagica,4.2,(107 Reviews),Private,"Mumbai,Maharashtra + 4 more",13 years old,201-500 Employees (India)
